Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,busca
Current evidence on the impact of the COVID-19 pandemic on paediatric endocrine conditions,"Gnocchi, Margherita; D'Alvano, Tiziana; Lattanzi, Claudia; Messina, Giulia; Petraroli, Maddalena; Patianna, Viviana D. D.; Esposito, Susanna; Street, Maria E. E.",,,,FRONTIERS IN ENDOCRINOLOGY,AUG 5 2022,2022,13.0,,,,,,,913334,10.3389/fendo.2022.913334,,,6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2
"Vitamin D deficiency is Associated with Increased Risk of Delirium and Mortality among Critically Ill, Elderly Covid-19 Patients","Gholi, Zahra; Yadegarynia, Davood; Eini-Zinab, Hassan; Shariatpanahi, Zahra Vahdat",,,,COMPLEMENTARY THERAPIES IN MEDICINE,NOV 2022,2022,70.0,,,,,,,102855,10.1016/j.ctim.2022.102855,,,6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2
25-Hydroxyvitamin D level is associated with mortality in patients with critical COVID-19: a prospective observational study in Mexico City,"Parra-Ortega, Israel; Guadalupe Alcara-Ramirez, Diana; Angelica Ronzon-Ronzon, Alma; Elias-Garcia, Fermin; Agustin Mata-Chapol, Jose; Daniel Cervantes-Cote, Alejandro; Lopez-Martinez, Briceida; Angel Villasis-Keever, Miguel; Nallely Zurita-Cruz, Jessie",,,,NUTRITION RESEARCH AND PRACTICE,DEC 2021,2021,15.0,,,1.0,,S32,S40,,10.4162/nrp.2021.15.S1.S32,,,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2
Implications of Vitamin D Research in Chickens can Advance Human Nutrition and Perspectives for the Future,"Warren, Matthew F.; Livingston, Kimberly A.",,,,CURRENT DEVELOPMENTS IN NUTRITION,MAY 2021,2021,5.0,5.0,,,,,,nzab018,10.1093/cdn/nzab018,,,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2
The role of micronutrients in the management of COIVD-19 and optimizing vaccine efficacy,"Altooq, Noor; Humood, Ali; Alajaimi, Ahmed; Alenezi, Ahmad F.; Janahi, Mohamed; Alhaj, Omar; Jahrami, Haitham",,,,HUMAN NUTRITION & METABOLISM,MAR 2022,2022,27.0,,,,,,,200141,10.1016/j.hnm.2022.200141,,,5,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2
Vitamin D Status and Immune Response in Hospitalized Patients with Moderate and Severe COVID-19,"Karonova, Tatiana L.; Kudryavtsev, Igor, V; Golovatyuk, Ksenia A.; Aquino, Arthur D.; Kalinina, Olga, V; Chernikova, Alena T.; Zaikova, Ekaterina K.; Lebedev, Denis A.; Bykova, Ekaterina S.; Golovkin, Alexey S.; Shlyakhto, Evgeny, V",,,,PHARMACEUTICALS,MAR 2022,2022,15.0,3.0,,,,,,305,10.3390/ph15030305,,,5,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2
Previous vitamin D status and total cholesterol are associated with SARS-CoV-2 infection,"Ribeiro, Heriks Gomes; Silva Dantas-Komatsu, Raquel Costa; Pires Medeiros, Jeane Franco; da Cruz Carvalho, Maria Clara; Soares, Victor de Lima; Reis, Bruna Zavarize; Luchessi, Andre Ducati; Silbiger, Vivian Nogueira",,,,CLINICA CHIMICA ACTA,NOV 2021,2021,522.0,,,,,8,13,,10.1016/j.cca.2021.08.003,,,5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2
Association between 25-OH Vitamin D Deficiency and COVID-19 Severity in Pregnant Women,"Vasquez-Procopio, Johana; Torres-Torres, Johnatan; Borboa-Olivares, Hector; Sosa, Salvador Espino Y.; Jafet Martinez-Portilla, Raigam; Solis-Paredes, Mario; Tolentino-Dolores, Mari-Cruz; Cecilia Helguera-Repetto, Addy; Cecilia Marrufo-Gallegos, Karla; Missirlis, Fanis; Perichart-Perera, Otilia; Estrada-Gutierrez, Guadalupe",,,,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,DEC 2022,2022,23.0,23.0,,,,,,15188,10.3390/ijms232315188,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
Vitamin D status and COVID-19 severity,"Kalichuran, Senrina; van Blydenstein, Sarah A.; Venter, Michelle; Omar, Shahed",,,,SOUTHERN AFRICAN JOURNAL OF INFECTIOUS DISEASES,APR 26 2022,2022,37.0,1.0,,,,,,a359,10.4102/sajid.v37i1.359,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
Sunlight Exposure and Phototherapy: Perspectives for Healthy Aging in an Era of COVID-19,"Nakano, Toshiaki; Chiang, Kuei-Chen; Chen, Chien-Chih; Chen, Po-Jung; Lai, Chia-Yun; Hsu, Li-Wen; Ohmori, Naoya; Goto, Takeshi; Chen, Chao-Long; Goto, Shigeru",,,,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,OCT 2021,2021,18.0,20.0,,,,,,10950,10.3390/ijerph182010950,,,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2
Vitamin D and its role in coronavirus disease 2019 (COVID-19),"Suvarna, Viraj Ramesh; Mohan, Viswanathan",,,,JOURNAL OF DIABETOLOGY,MAY-AUG 2020,2020,11.0,2.0,,,,71,80,,10.4103/JOD.JOD_18_20,,,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2
COVID-19: the older adult and the importance of vitamin D sufficiency,"O'Shea, Paula M.; Griffin, Tomas P.; Brennan, Michelle; Mulkerrin, Eamon C.",,,,JOURNAL OF NUTRITIONAL SCIENCE,2020,2020,9.0,,,,,,,e40,10.1017/jns.2020.36,,,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
Strong Association between Vitamin D Receptor Gene and Severe Acute Respiratory Syndrome coronavirus 2 Infectious Variants,"Mamurova, Begimai; Akan, Gokce; Mogol, Evren; Turgay, Ayla; Tuncel, Gulten; Evren, Emine Unal; Evren, Hakan; Suer, Kaya; Sanlidag, Tamer; Ergoren, Mahmut Cerkez",,,,GLOBAL MEDICAL GENETICS,JAN 2023,2023,10.0,1.0,,,,27,33,,10.1055/s-0043-1761924,,,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"Impact of diabetes status and related factors on COVID-19-associated hospitalization: A nationwide retrospective cohort study of 116,370 adults with SARS-CoV-2 infection","Tallon, Erin M.; Ebekozien, Osagie; Sanchez, Janine; Staggs, Vincent S.; Ferro, Diana; McDonough, Ryan; Demeterco-Berggren, Carla; Polsky, Sarit; Gomez, Patricia; Patel, Neha; Prahalad, Priya; Odugbesan, Ori; Mathias, Priyanka; Lee, Joyce M.; Smith, Chelsey; Shyu, Chi-Ren; Clements, Mark A.",,,,DIABETES RESEARCH AND CLINICAL PRACTICE,DEC 2022,2022,194.0,,,,,,,110156,10.1016/j.diabres.2022.110156,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
Association between 25-hydroxyvitamin D levels and COVID-19 severity,"Takase, Tomoki; Tsugawa, Naoko; Sugiyama, Takayuki; Ikesue, Hiroaki; Eto, Masaaki; Hashida, Tohru; Tomii, Keisuke; Muroi, Nobuyuki",,,,CLINICAL NUTRITION ESPEN,JUN 2022,2022,49.0,,,,,256,263,,10.1016/j.clnesp.2022.04.003,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
Effect of the COVID-19 Pandemic on Serum Vitamin D Levels in People Under Age 18 Years: A Systematic Review and Meta-Analysis,"Cui, Xian; Zhai, Yuhang; Wang, Shuai; Ding, Ke; Yang, Zhenya; Tian, Yan; Huo, Tingting",,,,MEDICAL SCIENCE MONITOR,MAY 25 2022,2022,28.0,,,,,,,e935823,10.12659/MSM.935823,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
"Comparison of the cardiovascular system, clinical condition, and laboratory results in COVID-19 patients with and without vitamin D insufficiency","Kazemi, Erfan; Mansursamaei, Ali; Rohani-Rasaf, Marzieh; Sheibani, Hossein",,,,BMC INFECTIOUS DISEASES,MAY 7 2022,2022,22.0,1.0,,,,,,441,10.1186/s12879-022-07438-8,,,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
Vitamin D association with the renin angiotensin system in polycystic ovary syndrome,"Butler, Alexandra E.; Moin, Abu Saleh Md; Sathyapalan, Thozhukat; Atkin, Stephen L.",,,,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,NOV 2021,2021,214.0,,,,,,,105965,10.1016/j.jsbmb.2021.105965,,,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2
"In COVID-19 patients, low 25-hydroxyvitamin D level in serum is associated with longer viral clearance time and higher risk of intensive care unit admission","Al-Salman, Jameela; Alghareeb, Sarah; Alarab, Eman; Jahrami, Haitham; Grant, William B.",,,,NUTRITION & FOOD SCIENCE,FEB 7 2022,2022,52.0,2.0,,,,240,254,,10.1108/NFS-05-2021-0143,,,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2
Role of vitamin D3 in selected pulmonary diseases with particular emphasis on lung fibrosis,"Chojnacki, Michal; Lemieszek, Marta Kinga",,,,ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,2023,2023,30.0,1.0,,,,31,44,,10.26444/aaem/161583,,,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Prevalence of vitamin D deficiency among psychiatric inpatients: a systematic review,"Seiler, Natalie; Tsiglopoulos, Jonathan; Keem, Michael; Das, Subhash; Waterdrinker, Astrid",,,,INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE,NOV 1 2022,2022,26.0,4.0,,,,330,336,,10.1080/13651501.2021.2022701,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"Analyzing the relationship between the vitamin D deficiency and COVID-19 mortality rate and modeling the time-delay interactions between body's immune healthy cells, infected cells, and virus particles with the effect of vitamin D levels",Hoang Pham,,,,MATHEMATICAL BIOSCIENCES AND ENGINEERING,2022,2022,19.0,9.0,,,SI,8975,9004,,10.3934/mbe.2022417,,,2,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
The impact of COVID-19 preventive lockdowns on the prevalence of benign paroxysmal positional vertigo,"Waissbluth, Sofia; Garcia-Huidobro, Francisco; Araya-Cespedes, Macarena",,,,MEDWAVE,APR 2021,2021,21.0,3.0,,,,,,e8174,10.5867/medwave.2021.03.8174,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
Vitamin D deficiency prevention policies in Iran: a retrospective policy analysis,"Aghapour, Baharak; Kheirouri, Sorayya; Alizadeh, Mohammad; Khodayari-Zarnaq, Rahim",,,,FRONTIERS IN NUTRITION,AUG 23 2023,2023,10.0,,,,,,,1249402,10.3389/fnut.2023.1249402,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Association between vitamin D hypovitaminosis and severe forms of COVID-19,"Manojlovic, M.; Ilincic, B.; Naglic, D. T.; Cabarkapa, V.; Bajkin, I.; Djuric, A. P.; Kolarski, I.; Bojovic, M.; Urosevic, I.; Stokic, E.; Isenovic, E. R.",,,,EUROPEAN REVIEW FOR MEDICAL AND PHARMACOLOGICAL SCIENCES,2023,2023,27.0,11.0,,,,5318,5326,,10.26355/eurrev_202306_32651,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Vitamin D Level in Laboratory Confirmed COVID-19 and Disease Progression,"Dana, Nasim; Nasirian, Maryam; Vaseghi, Golnaz; Heshmat-Ghahdarijani, Kiyan; Ataei, Behrooz; Mosayebi, Azam; Manteghinejad, Amirreza; Javanmard, Shaghayegh Haghjooy",,,,EURASIAN JOURNAL OF MEDICINE,OCT 2022,2022,54.0,3.0,,,,206,212,,10.5152/eurasianjmed.2022.21088,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Vitamin D status: a U-shaped relationship for SARS-CoV-2 seropositivity in UK healthcare workers,"Lugg, Sebastian T.; Mackay, William R.; Faniyi, Aduragbemi A.; Faustini, Sian E.; Webster, Craig; Duffy, Joanne E.; Hewison, Martin; Shields, Adrian M.; Parekh, Dhruv; Richter, Alex G.; Scott, Aaron; Thickett, David R.",,,,BMJ OPEN RESPIRATORY RESEARCH,SEP 2022,2022,9.0,1.0,,,,,,e001258,10.1136/bmjresp-2022-001258,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The relationship between serum vitamin D and antibody response following two doses of inactivated COVID-19 vaccine,"Ozturk, Reyhan; Yilmaz, Niyazi Samet; Ulukanligil, Mustafa",,,,TURKISH JOURNAL OF BIOCHEMISTRY-TURK BIYOKIMYA DERGISI,OCT 28 2022,2022,47.0,5.0,,,,665,671,,10.1515/tjb-2022-0123,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Prevalence of Vitamin D Deficiency in Children with Fractures: Before and during the COVID-19 Outbreak,"Lee, Yong-Suk; Lee, Sang-Uk; Hong, Tae Min; Joo, Sun Young",,,,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,JUN 22 2022,2022,2022.0,,,,,,,4410032,10.1155/2022/4410032,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Impact of vitamin D level and supplementation on systemic lupus erythematosus patients during COVID-19 pandemic,"Adel, Yasmin; Elgamal, Mohamed; Abdelsalam, Sherehan Adel",,,,ARCHIVES OF RHEUMATOLOGY,JUN 2022,2022,37.0,2.0,,,,288,299,,10.46497/ArchRheumatol.2022.8996,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Clinical and Prognostic Significance of Baseline Serum Vitamin D Levels in Hospitalized Egyptian Covid-19 Patients,"Mostafa, Sadek; Mohammed, Shaymaa A.; Elshennawy, Salwa, I; Zakaria, Doaa Mohammed; Mahmoud, Sammar Ahmed Kasim; Alsadek, Amira Mohammed; Ahmad, Inass Hassan; Mohammed, Doaa Sayed; Mohammed, Marwa Abdelmonim; Eltrawy, Heba H.",,,,INTERNATIONAL JOURNAL OF GENERAL MEDICINE,2022,2022,15.0,,,,,8063,8070,,10.2147/IJGM.S386815,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Contemporary nutrition-based interventions to reduce risk of infection among elderly long-term care residents: A scoping review,"Psihogios, Athanasios; Madampage, Claudia; Faught, Brent E.",,,,PLOS ONE,2022,2022,17.0,8.0,,,,,,,10.1371/journal.pone.0272513,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Did Wearing Mask and Lockdowns Affect Vitamin D Levels During the Coronavirus Disease-2019 Pandemic?,"Satis, Serap; Yetisgin, Alparslan",,,,TURK OSTEOPOROZ DERGISI-TURKISH JOURNAL OF OSTEOPOROSIS,AUG 2021,2021,27.0,2.0,,,,109,113,,10.4274/tod.galenos.2021.09815,,,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Association of Vitamin D with severity and outcome of COVID-19: Clinical and Experimental Evidence,"Renieris, Georgios; Foutadakis, Spyros; Andriopoulou, Theano; Spanou, Victoria-Marina; Droggiti, Dionysia-Eirini; Kafousopoulos, Dionysios; Gkavogianni, Theologia; Damoraki, Georgia; Vatsellas, Giannis; Giamarellos-Bourboulis, Evangelos J.",,,,JOURNAL OF INNATE IMMUNITY,,2023,,,,,,,,535302,10.1159/000535302,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nutrition and immunity: lessons from coronavirus disease-2019,"Calder, Philip C.",,,,PROCEEDINGS OF THE NUTRITION SOCIETY,,2023,,,,,,,,,10.1017/S0029665123004792,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Low growth hormone secretion associated with post-acute sequelae SARS-CoV-2 infection (PASC) neurologic symptoms: A case-control pilot study,"Wright, Traver J.; Pyles, Richard B.; Sheffield-Moore, Melinda; Deer, Rachel R.; Randolph, Kathleen M.; Mcgovern, Kristen A.; Danesi, Christopher P.; Gilkison, Charles R.; Ward, Weston W.; Vargas, Jayson A.; Armstrong, Peyton A.; Lindsay, Sarah E.; Zaidan, Mohammed F.; Seashore, Justin; Wexler, Tamara L.; Masel, Brent E.; Urban, Randall J.",,,,MOLECULAR AND CELLULAR ENDOCRINOLOGY,JAN 1 2024,2024,579.0,,,,,,,112071,10.1016/j.mce.2023.112071,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Healthcare Costs and Healthcare Utilization Outcomes of Vitamin D3 Supplementation at 5000 IU Daily during a 10.9 Month Observation Period within a Pragmatic Randomized Clinical Trial,"Lariccia, Patrick J.; Cafaro, Teresa; John, Dibato; van Helmond, Noud; Mitrev, Ludmil V.; Bandomer, Brigid; Brobyn, Tracy L.; Hunter, Krystal; Roy, Satyajeet; Ng, Kevin Q.; Goldstein, Helen; Tsai, Alan; Thwing, Denise; Maag, Mary Ann; Chung, Myung K.",,,,NUTRIENTS,OCT 2023,2023,15.0,20.0,,,,,,4435,10.3390/nu15204435,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
